STATION,DATE,SNWD,SNOW
GHCND:US1MAMD0012,20150106,13,0
GHCND:US1MAMD0012,20150107,13,8
GHCND:US1MAMD0012,20150108,13,0
GHCND:US1MAMD0012,20150109,13,0
GHCND:US1MAMD0012,20150110,38,38
GHCND:US1MAMD0012,20150111,25,0
GHCND:US1MAMD0012,20150112,25,0
GHCND:US1MAMD0012,20150113,13,0
GHCND:US1MAMD0012,20150114,13,0
GHCND:US1MAMD0012,20150115,13,0
GHCND:US1MAMD0012,20150116,13,0
GHCND:US1MAMD0012,20150117,0,0
GHCND:US1MAMD0012,20150118,0,0
GHCND:US1MAMD0012,20150119,0,0
GHCND:US1MAMD0012,20150120,0,0
GHCND:US1MAMD0012,20150121,0,0
GHCND:US1MAMD0012,20150122,0,0
GHCND:US1MAMD0012,20150123,0,0
GHCND:US1MAMD0012,20150124,51,51
GHCND:US1MAMD0012,20150125,191,157
GHCND:US1MAMD0012,20150126,152,0
GHCND:US1MAMD0012,20150127,483,381
GHCND:US1MAMD0012,20150128,813,452
GHCND:US1MAMD0012,20150129,686,0
GHCND:US1MAMD0012,20150130,635,3
GHCND:US1MAMD0012,20150131,508,20
GHCND:US1MAMD0012,20150201,508,0
GHCND:US1MAMD0012,20150202,495,89
GHCND:US1MAMD0012,20150203,737,274
GHCND:US1MAMD0012,20150204,686,0
GHCND:US1MAMD0012,20150205,673,18
GHCND:US1MAMD0012,20150206,610,66
GHCND:US1MAMD0012,20150207,610,0
GHCND:US1MAMD0012,20150208,673,89
GHCND:US1MAMD0012,20150209,737,130
GHCND:US1MAMD0012,20150210,749,175
GHCND:US1MAMD0012,20150211,711,0
GHCND:US1MAMD0012,20150212,699,0
GHCND:US1MAMD0012,20150213,686,13
GHCND:US1MAMD0012,20150214,673,0
GHCND:US1MAMD0011,20150101,-9999,0
GHCND:US1MAMD0011,20150102,-9999,0
GHCND:US1MAMD0011,20150103,-9999,0
GHCND:US1MAMD0011,20150106,-9999,0
GHCND:USC00192913,20150101,0,0
GHCND:USC00192913,20150104,25,-9999
GHCND:USC00192913,20150106,0,0
GHCND:USC00192913,20150107,0,5
GHCND:USC00192913,20150108,0,0
GHCND:USC00192913,20150111,25,0
GHCND:USC00192913,20150112,25,0
GHCND:USC00192913,20150113,0,0
GHCND:USC00192913,20150114,0,0
GHCND:USC00192913,20150115,0,8
GHCND:USC00192913,20150116,-9999,0
GHCND:USC00192913,20150117,0,0
GHCND:USC00192913,20150118,0,0
GHCND:USC00192913,20150119,0,0
GHCND:USC00192913,20150120,0,0
GHCND:USC00192913,20150124,76,76
GHCND:USC00192913,20150125,102,36
GHCND:USC00192913,20150126,102,0
GHCND:USC00192913,20150127,406,305
GHCND:USC00192913,20150128,483,203
GHCND:USC00192913,20150129,457,-9999
GHCND:USC00192913,20150130,483,0
GHCND:USC00192913,20150131,457,25
GHCND:USC00192913,20150201,457,0
GHCND:USC00192913,20150202,-9999,127
GHCND:USC00192913,20150203,635,254
GHCND:USC00192913,20150204,457,0
GHCND:USC00192913,20150205,457,0
GHCND:USC00192913,20150206,457,51
GHCND:USC00192913,20150207,432,-9999
GHCND:USC00192913,20150211,711,0
GHCND:USC00192913,20150212,711,0
GHCND:USC00192913,20150213,711,0
GHCND:USC00192913,20150214,584,-9999
GHCND:USC00194105,20150104,-9999,25
GHCND:USC00194105,20150117,0,0
GHCND:USC00194105,20150118,0,0
GHCND:USC00194105,20150124,102,102
GHCND:USC00194105,20150128,635,584
GHCND:USC00194105,20150129,610,0
GHCND:USC00194105,20150130,584,0
GHCND:USC00194105,20150131,-9999,25
GHCND:USC00194105,20150202,508,114
GHCND:USC00194105,20150203,813,191
GHCND:USC00194105,20150205,-9999,25
GHCND:USC00194105,20150206,457,38
GHCND:USC00194105,20150207,457,0
GHCND:USC00194105,20150209,-9999,254
GHCND:USC00194105,20150210,-9999,76
GHCND:USC00194105,20150213,-9999,25
GHCND:USC00194313,20150104,51,5
GHCND:USC00194313,20150105,0,-9999
GHCND:USC00194313,20150106,25,-9999
GHCND:USC00194313,20150107,25,3
GHCND:USC00194313,20150108,25,-9999
GHCND:USC00194313,20150109,25,-9999
GHCND:USC00194313,20150110,25,25
GHCND:USC00194313,20150111,25,-9999
GHCND:USC00194313,20150112,25,3
GHCND:USC00194313,20150113,25,-9999
GHCND:USC00194313,20150114,25,-9999
GHCND:USC00194313,20150115,25,-9999
GHCND:USC00194313,20150116,25,10
GHCND:USC00194313,20150117,25,-9999
GHCND:USC00194313,20150118,25,-9999
GHCND:USC00194313,20150119,0,-9999
GHCND:USC00194313,20150125,178,178
GHCND:USC00194313,20150126,152,-9999
GHCND:USC00194313,20150127,457,340
GHCND:USC00194313,20150128,940,455
GHCND:USC00194313,20150129,711,-9999
GHCND:USC00194313,20150130,610,3
GHCND:USC00194313,20150131,711,10
GHCND:USC00194313,20150202,-9999,58
GHCND:USC00194313,20150203,889,302
GHCND:USC00194313,20150204,762,-9999
GHCND:USC00194313,20150205,635,28
GHCND:USC00194313,20150206,686,91
GHCND:USC00194313,20150207,457,-9999
GHCND:USC00194313,20150208,533,76
GHCND:USC00194313,20150209,787,249
GHCND:USC00194313,20150210,914,135
GHCND:USC00194313,20150211,838,-9999
GHCND:USC00194313,20150212,787,-9999
GHCND:USC00194313,20150213,813,66
GHCND:USC00194313,20150214,813,-9999
GHCND:USC00193276,20150105,25,0
GHCND:USC00193276,20150106,-9999,10
GHCND:USC00193276,20150107,-9999,5
GHCND:USC00193276,20150108,-9999,0
GHCND:USC00193276,20150110,51,0
GHCND:USC00193276,20150111,25,0
GHCND:USC00193276,20150112,25,3
GHCND:USC00193276,20150114,25,0
GHCND:USC00193276,20150115,25,23
GHCND:USC00193276,20150116,25,0
GHCND:USC00193276,20150117,25,0
GHCND:USC00193276,20150118,0,0
GHCND:USC00193276,20150119,0,0
GHCND:USC00193276,20150120,0,0
GHCND:USC00193276,20150121,0,0
GHCND:USC00193276,20150122,0,0
GHCND:USC00193276,20150123,0,0
GHCND:USC00193276,20150124,178,165
GHCND:USC00193276,20150125,152,0
GHCND:USC00193276,20150131,889,3
GHCND:USC00193276,20150201,864,0
GHCND:USC00193276,20150203,1092,-9999
GHCND:USC00193276,20150204,1092,-9999
GHCND:USC00193276,20150206,559,0
GHCND:USC00193276,20150207,559,10
GHCND:USC00190840,20150104,25,25
GHCND:USC00190840,20150105,0,-9999
GHCND:USC00190840,20150107,0,0
GHCND:USC00190840,20150108,0,-9999
GHCND:USC00190840,20150110,0,0
GHCND:USC00190840,20150111,0,-9999
GHCND:USC00190840,20150112,0,-9999
GHCND:USC00190840,20150113,0,-9999
GHCND:USC00190840,20150115,0,0
GHCND:USC00190840,20150116,0,0
GHCND:USC00190840,20150117,0,-9999
GHCND:USC00190840,20150122,0,0
GHCND:USC00190840,20150124,76,66
GHCND:USC00190840,20150125,76,15
GHCND:USC00190840,20150126,76,-9999
GHCND:USC00190840,20150127,381,305
GHCND:USC00190840,20150128,457,76
GHCND:USC00190840,20150129,457,-9999
GHCND:USC00190840,20150130,432,0
GHCND:USC00190840,20150202,533,51
GHCND:USC00190840,20150203,660,127
GHCND:USC00190840,20150204,660,-9999
GHCND:USC00190840,20150205,610,-9999
GHCND:USC00190840,20150206,610,0
GHCND:USC00190840,20150207,610,-9999
GHCND:USC00190840,20150208,51,8
GHCND:USC00190840,20150209,686,76
GHCND:USC00190840,20150210,813,127
GHCND:USC00190840,20150211,813,-9999
GHCND:USC00190840,20150212,813,0
GHCND:USC00190840,20150213,813,-9999
GHCND:USC00190840,20150214,686,-9999
GHCND:US1MANF0005,20150101,-9999,0
GHCND:US1MANF0005,20150102,-9999,0
GHCND:US1MANF0005,20150103,-9999,0
GHCND:US1MANF0005,20150104,-9999,13
GHCND:US1MANF0005,20150106,-9999,0
GHCND:US1MANF0005,20150108,-9999,0
GHCND:US1MANF0005,20150109,-9999,0
GHCND:US1MANF0005,20150110,-9999,13
GHCND:US1MANF0005,20150111,-9999,0
GHCND:US1MANF0005,20150112,-9999,0
GHCND:US1MANF0005,20150114,-9999,0
GHCND:US1MANF0005,20150115,-9999,0
GHCND:US1MANF0005,20150116,-9999,13
GHCND:US1MANF0005,20150120,-9999,0
GHCND:US1MANF0005,20150121,-9999,0
GHCND:US1MANF0005,20150122,-9999,0
GHCND:US1MANF0005,20150124,-9999,64
GHCND:US1MANF0005,20150126,76,0
GHCND:US1MANF0005,20150127,483,419
GHCND:US1MANF0005,20150128,559,152
GHCND:US1MANF0005,20150129,559,0
GHCND:US1MANF0005,20150130,483,-9999
GHCND:US1MANF0005,20150131,508,38
GHCND:US1MANF0005,20150201,508,0
GHCND:US1MANF0005,20150202,-9999,102
GHCND:US1MANF0005,20150203,-9999,203
GHCND:US1MANF0005,20150204,737,0
GHCND:US1MANF0005,20150205,610,0
GHCND:US1MANF0005,20150206,-9999,38
GHCND:US1MANF0005,20150208,-9999,99
GHCND:US1MANF0005,20150209,-9999,279
GHCND:US1MANF0005,20150210,-9999,325
GHCND:US1MANF0005,20150211,-9999,0
GHCND:US1MANF0005,20150212,-9999,13
GHCND:US1MANF0005,20150213,-9999,13
GHCND:US1MANF0005,20150214,-9999,0
GHCND:USC00194502,20150102,0,0
GHCND:USC00194502,20150103,0,0
GHCND:USC00194502,20150104,0,0
GHCND:USC00194502,20150105,0,0
GHCND:USC00194502,20150106,0,0
GHCND:USC00194502,20150107,0,0
GHCND:USC00194502,20150108,0,0
GHCND:USC00194502,20150109,0,0
GHCND:USC00194502,20150110,0,0
GHCND:USC00194502,20150111,0,0
GHCND:USC00194502,20150112,0,0
GHCND:USC00194502,20150113,0,0
GHCND:USC00194502,20150114,0,0
GHCND:USC00194502,20150116,0,0
GHCND:USC00194502,20150117,0,0
GHCND:USC00194502,20150118,0,0
GHCND:USC00194502,20150119,0,0
GHCND:USC00194502,20150120,0,0
GHCND:USC00194502,20150121,0,0
GHCND:USC00194502,20150122,0,0
GHCND:USC00194502,20150123,0,0
GHCND:USC00194502,20150124,25,25
GHCND:USC00194502,20150125,76,0
GHCND:USC00194502,20150126,-9999,0
GHCND:USC00194502,20150128,584,597
GHCND:USC00194502,20150129,533,0
GHCND:USC00194502,20150130,483,0
GHCND:USC00194502,20150131,0,0
GHCND:USC00194502,20150201,457,0
GHCND:USC00194502,20150203,737,381
GHCND:USC00194502,20150204,635,0
GHCND:USC00194502,20150205,584,0
GHCND:USC00194502,20150206,584,0
GHCND:USC00194502,20150207,584,0
GHCND:USC00194502,20150208,686,102
GHCND:USC00194502,20150209,737,264
GHCND:USC00194502,20150210,838,569
GHCND:USC00194502,20150211,737,0
GHCND:USC00194502,20150212,737,0
GHCND:USC00190736,20150101,0,0
GHCND:USC00190736,20150102,0,0
GHCND:USC00190736,20150103,0,0
GHCND:USC00190736,20150104,25,64
GHCND:USC00190736,20150105,0,0
GHCND:USC00190736,20150106,0,0
GHCND:USC00190736,20150107,0,10
GHCND:USC00190736,20150108,0,8
GHCND:USC00190736,20150109,0,0
GHCND:USC00190736,20150110,25,23
GHCND:USC00190736,20150111,0,0
GHCND:USC00190736,20150112,0,0
GHCND:USC00190736,20150113,0,0
GHCND:USC00190736,20150114,0,0
GHCND:USC00190736,20150115,0,10
GHCND:USC00190736,20150116,25,10
GHCND:USC00190736,20150117,0,0
GHCND:USC00190736,20150118,0,0
GHCND:USC00190736,20150119,0,0
GHCND:USC00190736,20150120,0,0
GHCND:USC00190736,20150121,0,0
GHCND:USC00190736,20150122,0,0
GHCND:USC00190736,20150123,0,0
GHCND:USC00190736,20150124,51,53
GHCND:USC00190736,20150125,127,74
GHCND:USC00190736,20150126,102,0
GHCND:USC00190736,20150127,305,394
GHCND:USC00190736,20150128,559,389
GHCND:USC00190736,20150129,559,0
GHCND:USC00190736,20150130,432,5
GHCND:USC00190736,20150131,406,30
GHCND:USC00190736,20150201,406,0
GHCND:USC00190736,20150202,457,94
GHCND:USC00190736,20150203,610,325
GHCND:USC00190736,20150204,610,0
GHCND:USC00190736,20150205,559,0
GHCND:USC00190736,20150206,610,89
GHCND:USC00190736,20150207,584,0
GHCND:USC00190736,20150208,686,127
GHCND:USC00190736,20150209,813,244
GHCND:USC00190736,20150210,965,333
GHCND:USC00190736,20150211,914,0
GHCND:USC00190736,20150212,914,36
GHCND:USC00190736,20150213,889,15
GHCND:USC00190736,20150214,864,0
GHCND:US1MANF0003,20150101,0,0
GHCND:US1MANF0003,20150102,0,0
GHCND:US1MANF0003,20150103,0,0
GHCND:US1MANF0003,20150104,38,38
GHCND:US1MANF0003,20150105,0,0
GHCND:US1MANF0003,20150106,3,3
GHCND:US1MANF0003,20150107,0,0
GHCND:US1MANF0003,20150108,0,0
GHCND:US1MANF0003,20150109,0,0
GHCND:US1MANF0003,20150110,25,25
GHCND:US1MANF0003,20150113,0,0
GHCND:US1MANF0003,20150115,0,0
GHCND:US1MANF0003,20150116,5,5
GHCND:US1MANF0003,20150117,0,0
GHCND:US1MANF0003,20150124,64,64
GHCND:US1MANF0003,20150125,-9999,58
GHCND:US1MANF0003,20150126,0,0
GHCND:US1MANF0003,20150127,305,305
GHCND:US1MANF0003,20150128,-9999,152
GHCND:US1MANF0003,20150129,-9999,0
GHCND:US1MANF0003,20150130,-9999,0
GHCND:US1MANF0003,20150131,-9999,13
GHCND:US1MANF0003,20150201,-9999,0
GHCND:US1MANF0003,20150202,-9999,84
GHCND:US1MANF0003,20150203,-9999,0
GHCND:US1MANF0003,20150204,-9999,0
GHCND:US1MANF0003,20150205,-9999,0
GHCND:US1MANF0003,20150206,-9999,79
GHCND:US1MANF0003,20150207,-9999,0
GHCND:US1MANF0003,20150208,-9999,76
GHCND:US1MANF0003,20150209,-9999,97
GHCND:US1MANF0003,20150210,-9999,185
GHCND:US1MANF0003,20150211,-9999,0
GHCND:US1MANF0003,20150212,-9999,0
GHCND:US1MANF0008,20150101,-9999,0
GHCND:US1MANF0008,20150105,-9999,0
GHCND:US1MANF0008,20150107,0,0
GHCND:US1MANF0008,20150108,0,0
GHCND:US1MANF0011,20150101,-9999,0
GHCND:US1MANF0011,20150102,-9999,0
GHCND:US1MANF0011,20150103,-9999,0
GHCND:US1MANF0011,20150104,13,18
GHCND:US1MANF0011,20150106,-9999,0
GHCND:US1MANF0011,20150114,-9999,0
GHCND:US1MANF0011,20150116,3,3
GHCND:US1MANF0011,20150117,-9999,0
GHCND:US1MANF0011,20150118,-9999,0
GHCND:US1MANF0011,20150120,-9999,0
GHCND:US1MANF0011,20150121,-9999,0
GHCND:US1MANF0011,20150122,-9999,0
GHCND:US1MANF0011,20150123,-9999,0
GHCND:US1MANF0011,20150124,76,76
GHCND:US1MANF0011,20150125,43,25
GHCND:US1MANF0011,20150126,25,0
GHCND:US1MANF0011,20150127,406,406
GHCND:US1MANF0011,20150128,610,203
GHCND:US1MANF0011,20150129,559,0
GHCND:US1MANF0011,20150130,533,3
GHCND:US1MANF0011,20150131,483,0
GHCND:US1MANF0011,20150201,406,0
GHCND:US1MANF0011,20150202,559,140
GHCND:US1MANF0011,20150203,660,241
GHCND:US1MANF0011,20150204,635,0
GHCND:US1MANF0011,20150205,635,0
GHCND:US1MANF0011,20150206,686,64
GHCND:US1MANF0011,20150207,648,0
GHCND:US1MANF0011,20150208,711,76
GHCND:US1MANF0011,20150209,813,124
GHCND:US1MANF0011,20150210,889,206
GHCND:US1MANF0011,20150211,864,0
GHCND:US1MANF0011,20150212,813,0
GHCND:US1MANF0011,20150213,787,0
GHCND:US1MANF0011,20150214,762,3
GHCND:US1MASF0004,20150104,13,25
GHCND:US1MASF0004,20150107,-9999,5
GHCND:US1MASF0004,20150108,-9999,0
GHCND:US1MASF0004,20150110,13,13
GHCND:US1MASF0004,20150115,-9999,5
GHCND:US1MASF0004,20150116,-9999,5
GHCND:US1MASF0004,20150124,-9999,64
GHCND:US1MASF0004,20150125,127,-9999
GHCND:US1MASF0004,20150127,-9999,229
GHCND:US1MASF0004,20150128,-9999,203
GHCND:US1MASF0004,20150130,368,0
GHCND:US1MASF0004,20150131,356,13
GHCND:US1MASF0004,20150201,343,0
GHCND:US1MASF0004,20150202,-9999,152
GHCND:US1MASF0004,20150203,635,381
GHCND:US1MASF0004,20150205,559,-9999
GHCND:US1MASF0004,20150207,508,-9999
GHCND:US1MASF0004,20150208,584,89
GHCND:US1MASF0004,20150209,711,102
GHCND:US1MASF0004,20150210,813,127
GHCND:US1MASF0004,20150213,711,13
GHCND:US1MASF0004,20150214,686,-9999
GHCND:US1MASF0002,20150101,0,0
GHCND:US1MASF0002,20150102,0,0
GHCND:US1MASF0002,20150103,-9999,0
GHCND:US1MASF0002,20150104,0,36
GHCND:US1MASF0002,20150105,-9999,0
GHCND:US1MASF0002,20150106,-9999,0
GHCND:US1MASF0002,20150107,0,5
GHCND:US1MASF0002,20150108,0,0
GHCND:US1MASF0002,20150109,0,0
GHCND:US1MASF0002,20150110,0,5
GHCND:US1MASF0002,20150111,0,0
GHCND:US1MASF0002,20150112,-9999,0
GHCND:US1MASF0002,20150114,-9999,0
GHCND:US1MASF0002,20150115,3,3
GHCND:US1MASF0002,20150116,8,18
GHCND:US1MASF0002,20150117,0,0
GHCND:US1MASF0002,20150118,0,0
GHCND:US1MASF0002,20150119,0,0
GHCND:US1MASF0002,20150120,0,0
GHCND:US1MASF0002,20150121,0,0
GHCND:US1MASF0002,20150122,0,0
GHCND:US1MASF0002,20150123,0,0
GHCND:US1MASF0002,20150124,61,61
GHCND:US1MASF0002,20150125,89,69
GHCND:US1MASF0002,20150126,76,0
GHCND:US1MASF0002,20150127,330,300
GHCND:US1MASF0002,20150128,686,325
GHCND:US1MASF0002,20150129,572,0
GHCND:US1MASF0002,20150130,394,3
GHCND:US1MASF0002,20150131,368,48
GHCND:US1MASF0002,20150201,343,0
GHCND:US1MASF0002,20150202,445,91
GHCND:US1MASF0002,20150203,757,320
GHCND:US1MASF0002,20150204,610,0
GHCND:US1MASF0002,20150205,533,0
GHCND:US1MASF0002,20150206,521,20
GHCND:US1MASF0002,20150207,483,0
GHCND:US1MASF0002,20150208,584,94
GHCND:US1MASF0002,20150209,775,213
GHCND:US1MASF0002,20150210,965,297
GHCND:US1MASF0002,20150211,787,0
GHCND:US1MASF0002,20150212,775,13
GHCND:US1MASF0002,20150213,787,25
GHCND:US1MASF0002,20150214,660,0
GHCND:US1MASF0001,20150107,-9999,0
GHCND:US1MASF0001,20150116,-9999,5
GHCND:USC00192997,20150101,0,0
GHCND:USC00192997,20150102,0,0
GHCND:USC00192997,20150103,0,0
GHCND:USC00192997,20150104,25,25
GHCND:USC00192997,20150105,0,0
GHCND:USC00192997,20150106,0,0
GHCND:USC00192997,20150107,0,0
GHCND:USC00192997,20150108,0,0
GHCND:USC00192997,20150109,0,0
GHCND:USC00192997,20150110,25,38
GHCND:USC00192997,20150111,25,0
GHCND:USC00192997,20150112,25,0
GHCND:USC00192997,20150113,0,0
GHCND:USC00192997,20150114,0,0
GHCND:USC00192997,20150115,0,0
GHCND:USC00192997,20150116,0,0
GHCND:USC00192997,20150117,0,0
GHCND:USC00192997,20150118,0,0
GHCND:USC00192997,20150119,0,0
GHCND:USC00192997,20150120,0,0
GHCND:USC00192997,20150121,0,0
GHCND:USC00192997,20150122,0,0
GHCND:USC00192997,20150123,0,0
GHCND:USC00192997,20150124,0,0
GHCND:USC00192997,20150125,102,114
GHCND:USC00192997,20150126,102,0
GHCND:USC00192997,20150128,508,533
GHCND:USC00192997,20150129,457,0
GHCND:USC00192997,20150130,406,0
GHCND:USC00192997,20150131,406,38
GHCND:USC00192997,20150201,406,0
GHCND:USC00192997,20150202,305,38
GHCND:USC00192997,20150203,533,292
GHCND:USC00192997,20150204,508,0
GHCND:USC00192997,20150205,457,0
GHCND:USC00192997,20150206,508,79
GHCND:USC00192997,20150207,508,0
GHCND:USC00192997,20150208,559,46
GHCND:USC00192997,20150209,635,132
GHCND:USC00192997,20150210,762,188
GHCND:USC00192997,20150211,737,0
GHCND:USC00192997,20150212,737,0
GHCND:USC00192997,20150213,610,0
GHCND:USC00192997,20150214,610,0
GHCND:USW00014739,20150101,-9999,0
GHCND:USW00014739,20150102,-9999,0
GHCND:USW00014739,20150103,-9999,36
GHCND:USW00014739,20150104,-9999,0
GHCND:USW00014739,20150105,-9999,0
GHCND:USW00014739,20150106,-9999,5
GHCND:USW00014739,20150107,-9999,0
GHCND:USW00014739,20150108,-9999,0
GHCND:USW00014739,20150109,-9999,5
GHCND:USW00014739,20150110,-9999,0
GHCND:USW00014739,20150111,-9999,0
GHCND:USW00014739,20150112,-9999,0
GHCND:USW00014739,20150113,-9999,0
GHCND:USW00014739,20150114,-9999,0
GHCND:USW00014739,20150115,-9999,20
GHCND:USW00014739,20150116,-9999,0
GHCND:USW00014739,20150117,-9999,0
GHCND:USW00014739,20150118,-9999,0
GHCND:USW00014739,20150119,-9999,0
GHCND:USW00014739,20150120,-9999,0
GHCND:USW00014739,20150121,-9999,0
GHCND:USW00014739,20150122,-9999,0
GHCND:USW00014739,20150123,-9999,0
GHCND:USW00014739,20150124,-9999,130
GHCND:USW00014739,20150125,-9999,0
GHCND:USW00014739,20150126,-9999,58
GHCND:USW00014739,20150127,-9999,561
GHCND:USW00014739,20150128,-9999,5
GHCND:USW00014739,20150129,-9999,0
GHCND:USW00014739,20150130,-9999,18
GHCND:USW00014739,20150131,-9999,33
GHCND:USW00014739,20150201,-9999,0
GHCND:USW00014739,20150202,-9999,411
GHCND:USW00014739,20150203,-9999,0
GHCND:USW00014739,20150204,-9999,0
GHCND:USW00014739,20150205,-9999,20
GHCND:USW00014739,20150206,-9999,0
GHCND:USW00014739,20150207,-9999,23
GHCND:USW00014739,20150208,-9999,188
GHCND:USW00014739,20150209,-9999,376
GHCND:USW00014739,20150210,-9999,18
GHCND:USW00014739,20150211,-9999,13
GHCND:USW00014739,20150212,-9999,25
GHCND:US1NHRC0047,20150101,-9999,0
GHCND:US1NHRC0047,20150102,-9999,0
GHCND:US1NHRC0047,20150103,-9999,0
GHCND:US1NHRC0047,20150104,33,33
GHCND:US1NHRC0047,20150105,15,0
GHCND:US1NHRC0047,20150106,13,0
GHCND:US1NHRC0047,20150107,13,8
GHCND:US1NHRC0047,20150108,13,0
GHCND:US1NHRC0047,20150109,13,0
GHCND:US1NHRC0047,20150110,38,30
GHCND:US1NHRC0047,20150111,25,0
GHCND:US1NHRC0047,20150112,25,0
GHCND:US1NHRC0047,20150113,13,0
GHCND:US1NHRC0047,20150114,-9999,0
GHCND:US1NHRC0047,20150115,25,0
GHCND:US1NHRC0047,20150116,25,13
GHCND:US1NHRC0047,20150117,-9999,0
GHCND:US1NHRC0047,20150118,-9999,0
GHCND:US1NHRC0047,20150120,-9999,0
GHCND:US1NHRC0047,20150121,-9999,0
GHCND:US1NHRC0047,20150122,-9999,0
GHCND:US1NHRC0047,20150123,-9999,0
GHCND:US1NHRC0047,20150124,-9999,3
GHCND:US1NHRC0047,20150125,163,163
GHCND:US1NHRC0047,20150126,140,0
GHCND:US1NHRC0047,20150127,-9999,411
GHCND:US1NHRC0047,20150128,-9999,660
GHCND:US1NHRC0047,20150129,559,0
GHCND:US1NHRC0047,20150130,495,13
GHCND:US1NHRC0047,20150131,457,38
GHCND:US1NHRC0047,20150201,432,0
GHCND:US1NHRC0047,20150202,495,64
GHCND:US1NHRC0047,20150203,660,300
GHCND:US1NHRC0047,20150204,605,0
GHCND:US1NHRC0047,20150205,635,127
GHCND:US1NHRC0047,20150206,597,-9999
GHCND:US1NHRC0047,20150207,533,0
GHCND:US1NHRC0047,20150208,572,64
GHCND:US1NHRC0047,20150209,699,122
GHCND:US1NHRC0047,20150210,762,127
GHCND:US1NHRC0047,20150211,711,0
GHCND:US1NHRC0047,20150212,648,0
GHCND:US1NHRC0047,20150213,724,46
GHCND:USC00194580,20150101,0,0
GHCND:USC00194580,20150102,0,0
GHCND:USC00194580,20150105,25,-9999
GHCND:USC00194580,20150106,0,0
GHCND:USC00194580,20150107,0,8
GHCND:USC00194580,20150108,0,0
GHCND:USC00194580,20150110,25,-9999
GHCND:USC00194580,20150111,25,0
GHCND:USC00194580,20150112,25,0
GHCND:USC00194580,20150113,0,0
GHCND:USC00194580,20150114,0,0
GHCND:USC00194580,20150115,0,0
GHCND:USC00194580,20150117,0,-9999
GHCND:USC00194580,20150119,0,-9999
GHCND:USC00194580,20150120,0,0
GHCND:USC00194580,20150121,0,0
GHCND:USC00194580,20150122,0,0
GHCND:USC00194580,20150123,0,0
GHCND:USC00194580,20150124,25,38
GHCND:USC00194580,20150125,178,152
GHCND:USC00194580,20150126,127,0
GHCND:USC00194580,20150127,559,432
GHCND:USC00194580,20150128,813,406
GHCND:USC00194580,20150129,660,0
GHCND:USC00194580,20150130,508,0
GHCND:USC00194580,20150131,483,0
GHCND:USC00194580,20150201,483,0
GHCND:USC00194580,20150202,533,104
GHCND:USC00194580,20150203,762,216
GHCND:USC00194580,20150208,686,-9999
GHCND:USC00194580,20150209,787,114
GHCND:USC00194580,20150210,914,114
GHCND:USC00194580,20150211,787,0
GHCND:USC00194580,20150212,762,0
GHCND:USC00190593,20150101,0,0
GHCND:USC00190593,20150102,0,0
GHCND:USC00190593,20150103,0,0
GHCND:USC00190593,20150104,0,-9999
GHCND:USC00190593,20150105,0,0
GHCND:USC00190593,20150106,0,0
GHCND:USC00190593,20150107,0,0
GHCND:USC00190593,20150108,0,0
GHCND:USC00190593,20150109,0,0
GHCND:USC00190593,20150110,0,0
GHCND:USC00190593,20150111,0,0
